5114,Fullmetal Alchemist: Brotherhood,TV,9.26,Manga
28977,Gintama°,TV,9.25,Manga
9969,Gintama&#039;,TV,9.16,Manga
32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,TV,9.15,Manga
11061,Hunter x Hunter (2011),TV,9.13,Manga
15417,Gintama&#039;: Enchousen,TV,9.11,Manga
15335,Gintama Movie: Kanketsu-hen - Yorozuya yo Eien Nare,Movie,9.1,Manga
28851,Koe no Katachi,Movie,9.05,Manga
918,Gintama,TV,9.04,Manga
28891,Haikyuu!! Second Season,TV,8.93,Manga
